latitute,longitude,sinr,throughput
37.80613984,-122.4171163,26.3,6127.9
37.8060829,-122.4170971,27.9,5580
37.80601758,-122.4170857,26.2,6445.2
37.80596517,-122.4170748,29,6003
37.80592264,-122.417066,27.9,5942.7
37.80588191,-122.4170573,28.2,6514.2
37.80584291,-122.4170596,27,5940
37.80581138,-122.4170494,26.8,5494
37.80577375,-122.417038,26.3,6206.8
37.80572988,-122.4170294,27.7,5706.2
37.80568055,-122.4170202,26.2,6523.8
37.80563704,-122.4170105,28.2,6965.4
37.80559123,-122.4169994,26.9,5729.7
37.80555028,-122.4169928,29,7076
37.80552019,-122.4169807,27.5,5885
37.80548152,-122.4169754,26.7,6274.5
37.80544044,-122.4169624,26.3,5496.7
37.80540813,-122.4169552,26.1,5663.7
37.80537442,-122.4169568,28.4,6645.6
37.80533624,-122.4169548,27,5913
37.80529284,-122.4169652,26.6,6543.6
37.80525714,-122.4169871,26.6,6091.4
37.80525009,-122.4170404,27.5,6710
37.80525183,-122.4171262,28.6,6978.4
37.80524112,-122.4172122,27.5,5885
37.8052386,-122.4173215,26.5,5353
37.80528665,-122.4173704,27.2,6609.6
37.8053378,-122.4174601,28.9,6849.3
37.80538705,-122.4174999,26.3,5417.8
37.80542569,-122.4175495,28.5,6042
37.80548813,-122.4176506,26.5,6042
37.80554138,-122.417715,28.1,6996.9
37.80558624,-122.4177779,28.7,6055.7
37.80566147,-122.417868,27.4,6000.6
37.80569277,-122.4179363,28.2,6204
37.8057335,-122.4179891,28.6,5948.8
37.80579292,-122.4180942,28.5,5757
37.80584795,-122.4181723,27.2,6555.2
37.80589059,-122.4182347,27.8,6088.2
37.80597242,-122.4183365,28.1,6266.3
37.80600193,-122.418387,28.9,7109.4
37.80597236,-122.4185148,26.4,6547.2
37.80594844,-122.4186736,27.6,6430.8
37.80590416,-122.4187868,27.7,5650.8
37.80584158,-122.4187753,27.5,5857.5
37.80580845,-122.4187779,26.2,5947.4
37.80574513,-122.4187633,27.2,5440
37.80568572,-122.4187556,27,6453
37.80562561,-122.4187308,29,6757
37.80554592,-122.4187054,28,6860
37.80550844,-122.4187006,28.7,6428.8
37.80545758,-122.4186891,26.5,6280.5
37.80539999,-122.4186662,27.8,6950
37.80530172,-122.4186414,27.3,6060.6
37.80524317,-122.4186397,26.2,6471.4
37.80517963,-122.4186353,29,6003
37.80510831,-122.4186175,27.9,5580
37.80502834,-122.4185745,26.1,6368.4
37.80501141,-122.4185167,26.4,5412
37.80502316,-122.4184321,27.6,6872.4
37.80502444,-122.418428,27.3,6442.8
37.80502171,-122.4183811,27.7,6869.6
37.80503613,-122.4183447,29,6699
37.80503353,-122.4182975,27.5,6242.5
37.80504091,-122.4182507,27.4,5644.4
37.80504344,-122.4182198,26.5,6201
