latitute,longitude,sinr,throughput
50.0021,80.0012,18.05,6093.036
50.0022,80.0014,18.08,6093.071
50.0024,80.0016,18.16,6093.169
50.0026,80.0017,18.18,6093.218
50.0027,80.0019,18.27,6093.24
50.0028,80.002,18.3,6093.311
50.0029,80.0022,18.33,6093.397
50.0031,80.0024,18.41,6093.481
50.0033,80.0025,18.43,6093.579
50.0035,80.0026,18.47,6093.622
50.0036,80.0027,18.51,6093.709
50.0037,80.0029,18.55,6093.771
50.0038,80.003,18.64,6093.816
50.004,80.0031,18.66,6093.909
50.0042,80.0032,18.74,6093.96
50.0043,80.0034,18.78,6093.966
50.0045,80.0036,18.79,6094.032
50.0046,80.0037,18.8,6094.045
50.0047,80.0038,18.9,6094.13
50.0048,80.0039,18.95,6094.141
50.005,80.004,19.01,6094.173
50.0051,80.0042,19.04,6094.192
50.0052,80.0043,19.11,6094.238
50.0054,80.0044,19.17,6094.27
50.0056,80.0046,19.27,6094.328
50.0058,80.0047,19.35,6094.355
50.006,80.0049,19.37,6094.407
50.0061,80.0051,19.44,6094.471
50.0063,80.0052,19.54,6094.499
50.0065,80.0053,19.59,6094.594
50.0066,80.0054,19.64,6094.673
50.0067,80.0056,19.66,6094.749
50.0068,80.0057,19.7,6094.782
50.0069,80.0058,19.76,6094.845
50.0071,80.006,19.78,6094.925
50.0072,80.0062,19.83,6094.943
50.0074,80.0063,19.88,6095.022
50.0076,80.0065,19.96,6095.101
50.0077,80.0066,20.02,6095.127
50.0078,80.0068,20.03,6095.177
50.008,80.0069,20.12,6095.263
50.0081,80.007,20.17,6095.274
50.0082,80.0072,20.26,6095.317
50.0083,80.0073,20.32,6095.346
50.0085,80.0074,20.33,6095.376
50.0087,80.0076,20.34,6095.38
50.0089,80.0078,20.37,6095.382
50.009,80.0079,20.43,6095.39
50.0092,80.008,20.53,6095.489
50.0094,80.0081,20.54,6095.577
50.0095,80.0083,20.57,6095.617
50.0096,80.0085,20.64,6095.622
50.0098,80.0087,20.68,6095.714
50.01,80.0088,20.78,6095.769
50.0101,80.0089,20.84,6095.812
50.0103,80.009,20.89,6095.828
50.0104,80.0091,20.91,6095.842
50.0106,80.0092,20.92,6095.93
50.0107,80.0093,20.95,6095.986
50.0108,80.0095,21.02,6096
50.011,80.0097,21.03,6096.032
50.0111,80.0098,21.12,6096.079
50.0112,80.0099,21.21,6096.158
50.0113,80.01,21.31,6096.244
50.0115,80.0101,21.41,6096.31
50.0116,80.0103,21.47,6096.366
50.0117,80.0105,21.49,6096.415
50.0119,80.0107,21.56,6096.465
50.0121,80.0109,21.65,6096.469
50.0123,80.0111,21.7,6096.562
50.0124,80.0112,21.78,6096.617
50.0126,80.0114,21.83,6096.675
50.0128,80.0115,21.86,6096.683
50.0129,80.0117,21.93,6096.751
50.0131,80.0119,21.95,6096.786
50.0132,80.0121,22.04,6096.798
50.0133,80.0123,22.06,6096.812
50.0134,80.0125,22.07,6096.852
50.0135,80.0127,22.17,6096.932
50.0136,80.0128,22.21,6096.951
50.0138,80.013,22.24,6096.963
50.0139,80.0132,22.32,6097.058
50.0141,80.0134,22.35,6097.068
50.0143,80.0135,22.38,6097.088
50.0145,80.0136,22.42,6097.098
50.0146,80.0137,22.47,6097.102
50.0147,80.0138,22.56,6097.165
50.0149,80.0139,22.65,6097.215
50.0151,80.014,22.72,6097.234
50.0153,80.0141,22.74,6097.294
50.0154,80.0142,22.81,6097.303
50.0156,80.0144,22.84,6097.337
50.0157,80.0146,22.89,6097.366
50.0158,80.0148,22.93,6097.388
50.0159,80.0149,23.02,6097.4
50.016,80.0151,23.09,6097.417
50.0162,80.0152,23.13,6097.483
50.0164,80.0153,23.16,6097.577
50.0166,80.0155,23.17,6097.622
50.0168,80.0156,23.25,6097.634
50.017,80.0157,23.29,6097.729
50.0171,80.0159,23.31,6097.778
50.0173,80.016100000001,23.37,6097.801
50.0175,80.016200000001,23.41,6097.835
50.0176,80.016400000001,23.51,6097.935
50.0177,80.016500000001,23.61,6097.945
50.0178,80.016700000001,23.67,6097.948
50.0179,80.016800000001,23.69,6097.965
50.0181,80.017000000001,23.71,6098.032
50.0182,80.017100000001,23.73,6098.044
50.0183,80.017300000001,23.77,6098.135
50.0185,80.017500000001,23.8,6098.168
50.0186,80.017600000001,23.84,6098.235
50.0187,80.017700000001,23.92,6098.302
50.0188,80.017800000001,23.99,6098.346
50.019,80.018000000001,24.05,6098.362
50.0191,80.018200000001,24.14,6098.422
50.0193,80.018400000001,24.22,6098.448
50.0195,80.018500000001,24.24,6098.51
50.0197,80.018600000001,24.34,6098.533
50.0199,80.018700000001,24.43,6098.546
50.02,80.018900000001,24.51,6098.615
50.0202,80.019000000001,24.53,6098.674
50.0203,80.019200000001,24.61,6098.739
50.0204,80.019400000001,24.64,6098.782
50.0206,80.019600000001,24.71,6098.803
50.0208,80.019800000001,24.8,6098.879
50.0209,80.020000000001,24.9,6098.968
50.021,80.020200000001,24.91,6099.021
50.0212,80.020400000001,24.94,6099.07
50.0213,80.020500000001,24.95,6099.126
50.0214,80.020700000001,24.98,6099.174
50.0215,80.020800000001,25.07,6099.264
50.0216,80.021000000001,25.09,6099.302
50.0217,80.021200000001,25.11,6099.369
50.0219,80.021300000001,25.17,6099.442
50.0221,80.021500000001,25.2,6099.493
50.0222,80.021600000001,25.3,6099.555
50.0224,80.021700000001,25.32,6099.64
50.0226,80.021800000001,25.36,6099.667
50.0228,80.021900000001,25.38,6099.688
50.023,80.022000000001,25.44,6099.711
50.0231,80.022200000001,25.53,6099.801
50.0233,80.022300000001,25.6,6099.881
50.0235,80.022500000001,25.63,6099.915
50.0236,80.022600000001,25.73,6099.93
50.0237,80.022700000001,25.83,6099.954
50.0238,80.022800000001,25.88,6099.985
50.024,80.023000000001,25.94,6100.02
50.0242,80.023100000001,26,6100.031
50.0244,80.023200000001,26.01,6100.092
50.0246,80.023400000001,26.05,6100.18
50.0248,80.023600000001,26.08,6100.267
50.025,80.023700000001,26.09,6100.3
50.0251,80.023800000001,26.15,6100.377
50.0252,80.023900000001,26.16,6100.465
50.0254,80.024100000001,26.19,6100.529
50.0256,80.024300000001,26.27,6100.574
50.0257,80.024500000001,26.28,6100.588
50.0258,80.024600000001,26.29,6100.677
50.0259,80.024700000001,26.37,6100.687
50.026,80.024900000001,26.42,6100.753
50.0262,80.025100000001,26.47,6100.762
50.0263,80.025200000001,26.57,6100.84
50.0264,80.025300000001,26.62,6100.913
50.0266,80.025400000001,26.64,6100.936
50.0268,80.025500000001,26.68,6100.963
50.027,80.025600000001,26.7,6101.042
50.0272,80.025800000001,26.79,6101.14
50.0274,80.025900000001,26.86,6101.18
50.0275,80.026000000001,26.91,6101.216
50.0277,80.026100000001,26.93,6101.278
50.0279,80.026300000001,26.97,6101.338
50.0281,80.026500000001,27.06,6101.395
50.0283,80.026600000001,27.15,6101.435
50.0285,80.026800000001,27.17,6101.45
50.0287,80.026900000001,27.19,6101.501
50.0288,80.027100000001,27.29,6101.569
50.029,80.027200000001,27.3,6101.605
50.0292,80.027300000001,27.4,6101.65
50.0294,80.027400000001,27.41,6101.686
50.0296,80.027600000001,27.51,6101.743
50.0297,80.027800000001,27.61,6101.801
50.0299,80.027900000001,27.69,6101.861
50.03,80.028100000001,27.7,6101.92
50.0302,80.028200000001,27.73,6101.96
50.0303,80.028300000001,27.81,6101.983
50.0304,80.028500000001,27.88,6101.997
50.0305,80.028700000001,27.93,6102.082
