latitute,longitude,sinr,throughput
37.80582554,-122.4119437,17.3,4013.6
37.80578452,-122.4119364,20.3,4120.9
37.80574926,-122.4119319,20.7,4554
37.80570438,-122.4119223,21.8,5406.4
37.80566649,-122.4119105,17.7,4159.5
37.80562329,-122.4119035,17.4,4210.8
37.80556541,-122.4118968,19.4,4151.6
37.80551966,-122.4118894,20.6,4902.8
37.80545785,-122.4118813,18.8,4681.2
37.80541587,-122.4118792,18.4,4563.2
37.80536013,-122.4118661,18.9,4441.5
37.80530225,-122.4118607,19.2,4416
37.80524698,-122.4118574,20.9,4723.4
37.80519209,-122.4118448,17,3927
37.80510737,-122.4118329,23.7,5522.1
37.80502945,-122.411827,23,4968
37.80489516,-122.4118132,23.6,5640.4
37.80488397,-122.4118396,18.9,4139.1
37.80488987,-122.4119526,23.3,5149.3
37.80488121,-122.4120161,17,3417
37.80487329,-122.4120747,22.7,5266.4
37.80486726,-122.4121705,17.3,3944.4
37.80485138,-122.4122734,22.2,4706.4
37.80484007,-122.4124455,20.3,4628.4
37.80481695,-122.4125123,18.5,3940.5
37.80480147,-122.4126378,19.5,4270.5
37.80479054,-122.4127993,24,5592
37.80477149,-122.4129637,20.8,5075.2
37.80474664,-122.4130556,23.1,4804.8
37.80473184,-122.4131531,18,4392
37.8047234,-122.4132572,19.2,4108.8
37.80471262,-122.4133631,21.7,4535.3
37.80472901,-122.4134541,23.8,5283.6
37.80477547,-122.4134776,18.1,4434.5
37.80483819,-122.4134707,20.8,4680
37.80488928,-122.4134872,21.1,4557.6
37.80495513,-122.4134946,19.7,4787.1
37.80501925,-122.4134998,19.9,4636.7
37.80507686,-122.4135091,20.2,4464.2
37.80513752,-122.4135268,21,4515
37.805239,-122.4135429,19.6,4802
37.80528811,-122.4135506,23.9,5042.9
37.80535292,-122.4135594,22.3,4616.1
37.80544797,-122.4135733,18.7,4394.5
37.80551015,-122.4135846,17.2,3543.2
37.80564501,-122.4135957,20.5,4346
37.80563627,-122.4136509,22.8,4560
37.80562012,-122.4137391,21,4851
37.80559108,-122.4138504,22.1,5105.1
37.805574,-122.4139519,21.2,4960.8
37.80556802,-122.4140213,22.2,4861.8
37.80555747,-122.4141141,19.4,4093.4
37.80553609,-122.4142797,23.5,5287.5
37.80551899,-122.4143734,19.3,4091.6
37.80549748,-122.414447,18.7,4618.9
37.80547066,-122.4146995,19.1,4163.8
37.8054536,-122.4148416,21,4956
37.8054289,-122.4150038,18,3960
37.80542004,-122.4150915,19.3,4053
37.80541511,-122.4151499,17.6,4400
37.80538997,-122.4152164,19.6,4331.6
37.80534642,-122.4152558,21.5,4300
37.80527949,-122.4152331,17.6,4065.6
37.80520296,-122.4151975,21.9,4380
37.80512645,-122.4151813,23.7,5830.2
37.80503173,-122.4151541,18.4,4324
37.80491772,-122.4151237,18.7,4114
37.80483422,-122.415134,20.1,4944.6
37.80472018,-122.415114,23.9,5975
37.80459528,-122.415101,21.4,4579.6
37.8044841,-122.4150463,22.8,4970.4
37.80450263,-122.4149952,18.1,4307.8
37.80452188,-122.4147949,19.1,4775
37.80454219,-122.4146655,21,4305
37.8045494,-122.4145707,17.9,4457.1
37.80456113,-122.414502,21.6,4557.6
37.80459121,-122.4142839,22.7,5493.4
37.80460926,-122.4141459,19.3,4361.8
37.80460927,-122.4140313,22.1,4817.8
37.8046577,-122.4137294,18.1,4470.7
37.80466483,-122.4135779,21.3,5303.7
37.80468489,-122.4134267,23.3,5755.1
37.80475021,-122.413452,17,3791
37.80483051,-122.413479,18,3978
37.80493908,-122.4134919,18.6,4557
37.80508841,-122.4134679,21.4,4793.6
37.80513964,-122.413534,17.8,4165.2
37.80523019,-122.4135459,19.4,3957.6
37.80533022,-122.4135542,17.3,3944.4
37.80542539,-122.4135591,22.8,5700
37.80545476,-122.4135652,17.3,4030.9
37.80552036,-122.4135637,22.1,5370.3
37.80560088,-122.4135742,19.2,4262.4
37.80561476,-122.4135319,22.2,4972.8
37.80563987,-122.4133741,19.1,4755.9
37.8056432,-122.4132508,20.5,4551
37.80565809,-122.4130848,23.4,4867.2
37.80568359,-122.4129812,17.2,4093.6
37.80569942,-122.4128581,17.3,4273.1
37.80572377,-122.4127475,17.3,3961.7
37.80572839,-122.4125594,17,3434
37.80575626,-122.4123648,22.3,5084.4
