latitute,longitude,sinr,throughput
37.80542469,-122.415264,20.1,4623
37.80537819,-122.4152566,20.7,4616.1
37.8053408,-122.4152405,19.1,4660.4
37.80528153,-122.4152352,18.8,4154.8
37.80521765,-122.4152162,18.6,4203.6
37.80517768,-122.4152077,19,4560
37.80511623,-122.4151966,18.2,3749.2
37.80508311,-122.4151853,18.6,3794.4
37.80503681,-122.4151909,18.7,4132.7
37.80499434,-122.4151868,20.8,4368
37.80496887,-122.4151698,19.5,4777.5
37.80489206,-122.4151646,18.9,4611.6
37.80483592,-122.4151521,19.8,4890.6
37.80478746,-122.4151412,19.1,4469.4
37.80473516,-122.4151308,18.4,4600
37.80469373,-122.4151203,18.5,4347.5
37.80462958,-122.4151159,19.9,4795.9
37.80458783,-122.4151016,19.3,3956.5
37.80452573,-122.4150762,18.3,4538.4
37.80449434,-122.4150728,20.3,5034.4
37.80449988,-122.4150346,20.5,4223
37.80450342,-122.4150018,19.1,4182.9
37.80450239,-122.4149813,18.3,3769.8
37.80451115,-122.4149549,18.5,3718.5
37.80451206,-122.414937,18,4068
37.80451355,-122.4149066,18.4,4066.4
37.80451618,-122.4148818,18.2,4022.2
37.80452066,-122.4148584,20.4,4426.8
37.80452451,-122.4148349,20.9,4639.8
37.80453105,-122.4147985,19.7,4728
37.80453129,-122.4147642,19.2,4262.4
37.80453795,-122.4147307,18.7,4263.6
37.80454168,-122.4147039,18.6,4203.6
37.80454226,-122.4146737,19.5,3997.5
37.80454778,-122.4146289,18.3,4190.7
37.80455086,-122.414587,19.6,4370.8
37.80455294,-122.4145426,18.1,3837.2
37.80456292,-122.4145091,20,4500
37.80456338,-122.4144859,20.1,4180.8
37.80456573,-122.4144601,19.1,4125.6
37.80456954,-122.4144362,19.8,4177.8
37.8045719,-122.4144012,18,3636
37.80457221,-122.4143879,20.6,4202.4
37.80457777,-122.4143493,19,4161
37.80458381,-122.4143021,19.7,4274.9
37.80459018,-122.4142656,20.5,5084
37.80459137,-122.4142308,18.7,4282.3
37.80460202,-122.4141704,20.8,4804.8
37.80461206,-122.4140863,19,4712
37.80462097,-122.4139967,20.3,4567.5
37.80463477,-122.4139313,19.3,3975.8
37.80464752,-122.4138476,19.2,4492.8
37.80466608,-122.4137369,19.6,4253.2
37.80467642,-122.4136241,18.5,4292
37.80468735,-122.413553,20.6,5047
37.80470187,-122.4134913,20.9,4180
37.8047386,-122.4134827,19.2,4128
37.80477621,-122.4134865,18.7,4244.9
37.80480129,-122.4134853,20,4080
37.80483482,-122.4134889,18.4,3772
37.80486797,-122.4134959,18.9,4063.5
37.80491308,-122.4135059,18.3,4556.7
37.80497035,-122.4135126,19.6,4723.6
37.80501194,-122.4135199,19.6,4057.2
37.80508388,-122.4135325,20.5,4366.5
37.80512466,-122.4135438,20.7,4988.7
37.80514913,-122.4135467,19.5,4134
37.80518124,-122.4135519,20.5,4202.5
37.80520346,-122.4135551,19.3,4439
37.80523102,-122.4135626,19.6,4410
37.80528067,-122.4135682,19.3,4439
37.80530997,-122.4135764,18.7,4488
37.80535734,-122.4135745,19.4,3996.4
37.80540272,-122.4135877,18.4,4379.2
37.80544284,-122.4136022,19.8,4514.4
37.80547586,-122.413608,18.5,4218
37.80552396,-122.4136194,20.4,4161.6
37.80558127,-122.4136275,19,3800
37.80561501,-122.4136495,18.6,3813
37.80560934,-122.413705,19.6,3939.6
37.80560842,-122.4137515,18.1,4416.4
37.80560535,-122.4138105,20,4820
37.8055959,-122.4138782,19.1,3877.3
37.80559244,-122.4139397,19.3,4342.5
37.80559205,-122.4140245,20.6,4696.8
37.80557219,-122.4141392,19.6,3978.8
37.80555667,-122.4141727,18,3888
37.805553,-122.4142226,21,4284
37.80554649,-122.4142754,20.9,4263.6
37.80553743,-122.4143398,19.6,4135.6
37.80553105,-122.4143931,19.6,4527.6
37.80552779,-122.4144361,19.2,4012.8
37.80551593,-122.4145247,20.3,4181.8
37.80550521,-122.4145709,18.1,3728.6
37.80549076,-122.4146466,19.5,4290
37.80548882,-122.4147009,20.1,4984.8
37.80549019,-122.4147516,18.2,3931.2
37.80548304,-122.4148195,18.5,3792.5
37.8054789,-122.4148758,19.6,4488.4
37.8054703,-122.4149695,20.2,4646
37.80544859,-122.4150629,21,5103
37.80544174,-122.4151344,18,4050
37.80543911,-122.4151936,20.5,4633
37.8054311,-122.4152399,20.9,5141.4
37.80542469,-122.415264,21,4557
37.80537819,-122.4152566,19.4,4345.6
37.8053408,-122.4152405,19.5,4173
37.80528153,-122.4152352,18,4338
37.80521765,-122.4152162,18.6,3924.6
37.80517768,-122.4152077,19.6,4508
